,index,text,entities,relations,Comments,id,label,start_offset,end_offset
3388,3413,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  c11906210465045a54a5de1053ce0624308a8c7b342bb707a24e534ca662dc89  test-flash.exe  BIOPASS RAT Loader  Backdoor.Win32.BIOPASS.A  c3fa69e15a63b151f8d1dc3018284e153ad2eb672d54555eaeaac79396b64e3b  test.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  c47fabc47806961f908bed37d6b1bbbfd183d564a2d01b7cae87bd95c20ff8a5  flashplayerpp_install_cn.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  c8542bffc7a2074b8d84c4de5f18e3c8ced30b1f6edc13047ce99794b388285c  flash2.exe  BIOPASS RAT Loader  Backdoor.,"[{'id': 10295, 'label': 'malware', 'start_offset': 0, 'end_offset': 11}, {'id': 10296, 'label': 'SHA2', 'start_offset': 46, 'end_offset': 110}, {'id': 10297, 'label': 'malware', 'start_offset': 128, 'end_offset': 139}, {'id': 10298, 'label': 'SHA2', 'start_offset': 174, 'end_offset': 238}, {'id': 10299, 'label': 'malware', 'start_offset': 250, 'end_offset': 261}, {'id': 10300, 'label': 'SHA2', 'start_offset': 296, 'end_offset': 360}, {'id': 10301, 'label': 'malware', 'start_offset': 392, 'end_offset': 403}, {'id': 10303, 'label': 'malware', 'start_offset': 516, 'end_offset': 527}, {'id': 10302, 'label': 'SHA2', 'start_offset': 438, 'end_offset': 502}, {'id': 49098, 'label': 'FILEPATH', 'start_offset': 112, 'end_offset': 126}, {'id': 49101, 'label': 'FILEPATH', 'start_offset': 362, 'end_offset': 390}, {'id': 49102, 'label': 'malware', 'start_offset': 412, 'end_offset': 436}, {'id': 49096, 'label': 'malware', 'start_offset': 20, 'end_offset': 44}, {'id': 49097, 'label': 'malware', 'start_offset': 148, 'end_offset': 172}, {'id': 49099, 'label': 'FILEPATH', 'start_offset': 240, 'end_offset': 248}, {'id': 49100, 'label': 'malware', 'start_offset': 270, 'end_offset': 294}, {'id': 49103, 'label': 'FILEPATH', 'start_offset': 504, 'end_offset': 514}]","[{'id': 696, 'from_id': 10298, 'to_id': 49099, 'type': 'duplicate-of'}, {'id': 698, 'from_id': 49101, 'to_id': 10300, 'type': 'duplicate-of'}, {'id': 700, 'from_id': 49103, 'to_id': 10302, 'type': 'duplicate-of'}, {'id': 701, 'from_id': 10296, 'to_id': 49096, 'type': 'indicates'}, {'id': 702, 'from_id': 49098, 'to_id': 49096, 'type': 'indicates'}, {'id': 703, 'from_id': 10298, 'to_id': 49097, 'type': 'indicates'}, {'id': 704, 'from_id': 49099, 'to_id': 49097, 'type': 'indicates'}, {'id': 693, 'from_id': 10295, 'to_id': 49096, 'type': 'duplicate-of'}, {'id': 694, 'from_id': 49098, 'to_id': 10296, 'type': 'duplicate-of'}, {'id': 695, 'from_id': 10297, 'to_id': 49097, 'type': 'duplicate-of'}, {'id': 697, 'from_id': 10299, 'to_id': 49100, 'type': 'duplicate-of'}, {'id': 699, 'from_id': 10301, 'to_id': 49102, 'type': 'duplicate-of'}, {'id': 705, 'from_id': 49101, 'to_id': 49100, 'type': 'indicates'}, {'id': 706, 'from_id': 10300, 'to_id': 49100, 'type': 'indicates'}, {'id': 707, 'from_id': 10302, 'to_id': 49102, 'type': 'indicates'}, {'id': 708, 'from_id': 49103, 'to_id': 49102, 'type': 'indicates'}]",[],10295,malware,0,11
3389,3414,Win64.BIOPASS.A,"[{'id': 49104, 'label': 'malware', 'start_offset': 0, 'end_offset': 15}]",[],[],49104,malware,0,15
3390,3415, cce6b17084a996e2373aaebbace944a17d3e3745e9d88efad4947840ae92fd55,"[{'id': 10304, 'label': 'SHA2', 'start_offset': 1, 'end_offset': 65}]",[],[],10304,SHA2,1,65
3391,3416,Silverlight_ins.exe  ,"[{'id': 49105, 'label': 'FILEPATH', 'start_offset': 0, 'end_offset': 19}]",[],[],49105,FILEPATH,0,19
3392,3417,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  d18d84d32a340d20ab07a36f9e4b959495ecd88d7b0e9799399fcc4e959f536b  flash_installer.exe,"[{'id': 10305, 'label': 'malware', 'start_offset': 0, 'end_offset': 11}, {'id': 10306, 'label': 'SHA2', 'start_offset': 46, 'end_offset': 110}, {'id': 49106, 'label': 'malware', 'start_offset': 20, 'end_offset': 44}, {'id': 49107, 'label': 'FILEPATH', 'start_offset': 112, 'end_offset': 131}]","[{'id': 709, 'from_id': 10305, 'to_id': 49106, 'type': 'duplicate-of'}, {'id': 711, 'from_id': 10306, 'to_id': 49106, 'type': 'indicates'}, {'id': 710, 'from_id': 49107, 'to_id': 10306, 'type': 'duplicate-of'}, {'id': 712, 'from_id': 49107, 'to_id': 49106, 'type': 'indicates'}]",[],10305,malware,0,11
3393,3418,BIOPASS RAT Loader  Backdoor.,"[{'id': 10307, 'label': 'malware', 'start_offset': 0, 'end_offset': 11}]",[],[],10307,malware,0,11
3394,3419,Win64.BIOPASS.A,"[{'id': 49108, 'label': 'malware', 'start_offset': 0, 'end_offset': 15}]",[],[],49108,malware,0,15
3395,3420, e4109875e84b3e9952ef362abc5b826c003b3d0b1b06d530832359906b0b8831,"[{'id': 10308, 'label': 'SHA2', 'start_offset': 1, 'end_offset': 65}]",[],[],10308,SHA2,1,65
3396,3421, flash.exe  BIOPASS RAT Loader,"[{'id': 10309, 'label': 'malware', 'start_offset': 12, 'end_offset': 23}, {'id': 49109, 'label': 'FILEPATH', 'start_offset': 1, 'end_offset': 10}]",[],[],10309,malware,12,23
3397,3422, Backdoor.Win64.BIOPASS.A  e52ea54cfe3afd93a53e368245c5630425e326291bf1b2599b75dbf8e75b7aeb  flashplayer_install_cn.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  f1ad25b594a855a3c9af75c5da74b44d900f6fbb655033f9a98a956292011c8e  Silverlight.exe,"[{'id': 10311, 'label': 'malware', 'start_offset': 121, 'end_offset': 132}, {'id': 10310, 'label': 'SHA2', 'start_offset': 27, 'end_offset': 91}, {'id': 10312, 'label': 'SHA2', 'start_offset': 167, 'end_offset': 231}, {'id': 49110, 'label': 'malware', 'start_offset': 1, 'end_offset': 25}, {'id': 49111, 'label': 'malware', 'start_offset': 141, 'end_offset': 165}, {'id': 49112, 'label': 'FILEPATH', 'start_offset': 93, 'end_offset': 119}, {'id': 49113, 'label': 'FILEPATH', 'start_offset': 233, 'end_offset': 248}]","[{'id': 716, 'from_id': 49113, 'to_id': 49111, 'type': 'indicates'}, {'id': 717, 'from_id': 10311, 'to_id': 49111, 'type': 'duplicate-of'}, {'id': 713, 'from_id': 49112, 'to_id': 10310, 'type': 'duplicate-of'}, {'id': 714, 'from_id': 49113, 'to_id': 10312, 'type': 'duplicate-of'}, {'id': 715, 'from_id': 10312, 'to_id': 49111, 'type': 'indicates'}, {'id': 718, 'from_id': 49112, 'to_id': 49110, 'type': 'indicates'}, {'id': 719, 'from_id': 10310, 'to_id': 49110, 'type': 'indicates'}]",[],10311,malware,121,132
3398,3423,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  fa1d70b6b5b1a5e478c7d9d840aae0cc23d80476d9eea884a73d1b7e3926a209  64.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  fa7fbca583b22d92ae6d832d90ee637cc6ac840203cd059c6582298beb955aee  test.exe  BIOPASS RAT Loader  Backdoor.,"[{'id': 10313, 'label': 'malware', 'start_offset': 0, 'end_offset': 11}, {'id': 10315, 'label': 'malware', 'start_offset': 120, 'end_offset': 131}, {'id': 10317, 'label': 'malware', 'start_offset': 242, 'end_offset': 253}, {'id': 10314, 'label': 'SHA2', 'start_offset': 46, 'end_offset': 110}, {'id': 10316, 'label': 'SHA2', 'start_offset': 166, 'end_offset': 230}, {'id': 49115, 'label': 'FILEPATH', 'start_offset': 112, 'end_offset': 118}, {'id': 49116, 'label': 'malware', 'start_offset': 140, 'end_offset': 164}, {'id': 49117, 'label': 'FILEPATH', 'start_offset': 232, 'end_offset': 240}, {'id': 49114, 'label': 'malware', 'start_offset': 20, 'end_offset': 44}]","[{'id': 720, 'from_id': 10313, 'to_id': 49114, 'type': 'duplicate-of'}, {'id': 723, 'from_id': 10317, 'to_id': 49116, 'type': 'duplicate-of'}, {'id': 728, 'from_id': 10316, 'to_id': 49116, 'type': 'indicates'}, {'id': 721, 'from_id': 49115, 'to_id': 10314, 'type': 'duplicate-of'}, {'id': 722, 'from_id': 49117, 'to_id': 10316, 'type': 'duplicate-of'}, {'id': 724, 'from_id': 10315, 'to_id': 49116, 'type': 'duplicate-of'}, {'id': 725, 'from_id': 10314, 'to_id': 49114, 'type': 'indicates'}, {'id': 726, 'from_id': 49115, 'to_id': 49114, 'type': 'indicates'}, {'id': 727, 'from_id': 49117, 'to_id': 49116, 'type': 'indicates'}]",[],10313,malware,0,11
3399,3424,Win64.BIOPASS.A,"[{'id': 49118, 'label': 'malware', 'start_offset': 0, 'end_offset': 15}]",[],[],49118,malware,0,15
3400,3425, fb770a3815c9ebcf1ba46b75b8f3686acc1af903de30c43bab8b86e5b46de851,"[{'id': 10318, 'label': 'SHA2', 'start_offset': 1, 'end_offset': 65}]",[],[],10318,SHA2,1,65
3401,3426,test4.exe  BIOPASS RAT Loader  ,"[{'id': 10319, 'label': 'malware', 'start_offset': 11, 'end_offset': 22}, {'id': 49119, 'label': 'FILEPATH', 'start_offset': 0, 'end_offset': 9}]",[],[],10319,malware,11,22
3402,3427,Backdoor.,[],[],[],,,,
3403,3428,Win64.BIOPASS.A,"[{'id': 49120, 'label': 'malware', 'start_offset': 0, 'end_offset': 15}]",[],[],49120,malware,0,15
3404,3429, fb812a2ccdab0a9703e8e4e12c479ff809a72899374c1abf06aef55abbbf8edc,"[{'id': 10320, 'label': 'SHA2', 'start_offset': 1, 'end_offset': 65}]",[],[],10320,SHA2,1,65
3405,3430,flash_installer.exe  BIOPASS RAT Loader  Backdoor.,"[{'id': 10321, 'label': 'malware', 'start_offset': 21, 'end_offset': 32}, {'id': 49121, 'label': 'FILEPATH', 'start_offset': 0, 'end_offset': 19}]",[],[],10321,malware,21,32
3406,3431,Win64.BIOPASS.A,"[{'id': 49122, 'label': 'malware', 'start_offset': 0, 'end_offset': 15}]",[],[],49122,malware,0,15
3407,3432, ee2e9a1d3b593fd464f885b734d469d047cdb1bc879e568e7c33d786e8d1e8e2,"[{'id': 10322, 'label': 'SHA2', 'start_offset': 1, 'end_offset': 65}]",[],[],10322,SHA2,1,65
3408,3433,aos.exe  BIOPASS RAT binary (PyInstaller)  Trojan.Win32.BIOPASS.A  afbfe16cbdd574d64c24ad97810b04db509505522e5bb7b9ca3b497efc731045  socketio.exe  BIOPASS RAT binary (Nuitka)  Trojan.Win32.BIOPASS.A  0b9f605926df4ff190ddc6c11e0f5839bffe431a3ddfd90acde1fcd2f91dada3  socketio.exe  BIOPASS RAT binary (Nuitka)  Trojan.Win32.BIOPASS.A  6fc307063c376b8be2d3a9545959e068884d9cf7f819b176adf676fc4addef7d  flash_ins_bak.exe  BIOPASS RAT binary (Nuitka)  Trojan.Win32.BIOPASS.A  7249ad971283e164b0489110c23f4e40c64ee49b49bcc5cd0d32d9e701ec2114  files.zip  BIOPASS RAT binary (Nuitka)  Trojan.Win32.BIOPASS.A  de17e583a4d112ce513efd4b7cb575d272dcceef229f81360ebdfa5a1e083f11  fn.exe  BIOPASS RAT binary (Nuitka)  Trojan,"[{'id': 10324, 'label': 'SHA2', 'start_offset': 67, 'end_offset': 131}, {'id': 10330, 'label': 'SHA2', 'start_offset': 471, 'end_offset': 535}, {'id': 10332, 'label': 'SHA2', 'start_offset': 601, 'end_offset': 665}, {'id': 10326, 'label': 'SHA2', 'start_offset': 200, 'end_offset': 264}, {'id': 10328, 'label': 'SHA2', 'start_offset': 333, 'end_offset': 397}, {'id': 49123, 'label': 'FILEPATH', 'start_offset': 0, 'end_offset': 7}, {'id': 49129, 'label': 'malware', 'start_offset': 280, 'end_offset': 307}, {'id': 49132, 'label': 'FILEPATH', 'start_offset': 667, 'end_offset': 673}, {'id': 49135, 'label': 'malware', 'start_offset': 147, 'end_offset': 174}, {'id': 49136, 'label': 'malware', 'start_offset': 418, 'end_offset': 445}, {'id': 49124, 'label': 'malware', 'start_offset': 43, 'end_offset': 65}, {'id': 49125, 'label': 'FILEPATH', 'start_offset': 133, 'end_offset': 145}, {'id': 49126, 'label': 'malware', 'start_offset': 176, 'end_offset': 198}, {'id': 49127, 'label': 'FILEPATH', 'start_offset': 266, 'end_offset': 278}, {'id': 49128, 'label': 'malware', 'start_offset': 309, 'end_offset': 331}, {'id': 49130, 'label': 'FILEPATH', 'start_offset': 399, 'end_offset': 416}, {'id': 49131, 'label': 'FILEPATH', 'start_offset': 537, 'end_offset': 546}, {'id': 49133, 'label': 'malware', 'start_offset': 577, 'end_offset': 599}, {'id': 49134, 'label': 'malware', 'start_offset': 9, 'end_offset': 41}, {'id': 49137, 'label': 'malware', 'start_offset': 447, 'end_offset': 469}, {'id': 49138, 'label': 'malware', 'start_offset': 548, 'end_offset': 575}, {'id': 49139, 'label': 'malware', 'start_offset': 675, 'end_offset': 710}]","[{'id': 729, 'from_id': 49123, 'to_id': 49124, 'type': 'indicates'}, {'id': 730, 'from_id': 49134, 'to_id': 49124, 'type': 'duplicate-of'}, {'id': 731, 'from_id': 10324, 'to_id': 49124, 'type': 'indicates'}, {'id': 732, 'from_id': 49125, 'to_id': 49124, 'type': 'indicates'}, {'id': 733, 'from_id': 49135, 'to_id': 49126, 'type': 'duplicate-of'}, {'id': 734, 'from_id': 10326, 'to_id': 49126, 'type': 'indicates'}, {'id': 735, 'from_id': 49127, 'to_id': 49126, 'type': 'indicates'}, {'id': 736, 'from_id': 49127, 'to_id': 10326, 'type': 'duplicate-of'}, {'id': 737, 'from_id': 49129, 'to_id': 49128, 'type': 'duplicate-of'}, {'id': 738, 'from_id': 10328, 'to_id': 49128, 'type': 'indicates'}, {'id': 739, 'from_id': 49130, 'to_id': 49128, 'type': 'indicates'}, {'id': 740, 'from_id': 49130, 'to_id': 10328, 'type': 'duplicate-of'}, {'id': 741, 'from_id': 49136, 'to_id': 49137, 'type': 'duplicate-of'}, {'id': 742, 'from_id': 49131, 'to_id': 10330, 'type': 'duplicate-of'}, {'id': 743, 'from_id': 49131, 'to_id': 49137, 'type': 'indicates'}, {'id': 744, 'from_id': 10330, 'to_id': 49137, 'type': 'indicates'}, {'id': 745, 'from_id': 49138, 'to_id': 49133, 'type': 'duplicate-of'}, {'id': 746, 'from_id': 49139, 'to_id': 49133, 'type': 'duplicate-of'}, {'id': 747, 'from_id': 49132, 'to_id': 10332, 'type': 'duplicate-of'}, {'id': 748, 'from_id': 49132, 'to_id': 49133, 'type': 'indicates'}, {'id': 749, 'from_id': 10332, 'to_id': 49133, 'type': 'indicates'}]",[],10324,SHA2,67,131
3409,3434,.Win32.BIOPASS.A  17e43d31585b4c3ac6bf724bd7263761af75a59335b285b045fce597b3825ed0,"[{'id': 10334, 'label': 'SHA2', 'start_offset': 18, 'end_offset': 82}, {'id': 49140, 'label': 'malware', 'start_offset': 1, 'end_offset': 16}]",[],[],10334,SHA2,18,82
